"id","condition","stimulus","key","response","RT","correct"
"LMB","Unrelated_Unmemorized","<h1>valley</h1>","n","n",789,1
"LMB","Memorized","<h1>low</h1>","y","y",1211,1
"LMB","Memorized","<h1>clouds</h1>","y","n",831,0
"LMB","Related_Unmemorized","<h1>high</h1>","n","y",1074,0
"LMB","Unrelated_Unmemorized","<h1>steal</h1>","n","n",566,1
"LMB","Unrelated_Unmemorized","<h1>toe</h1>","n","n",511,1
"LMB","Memorized","<h1>above</h1>","y","n",859,0
"LMB","Unrelated_Unmemorized","<h1>insect</h1>","n","n",573,1
"LMB","Memorized","<h1>tower</h1>","y","y",883,1
"LMB","Memorized","<h1>up</h1>","y","n",981,0
"LMB","Unrelated_Unmemorized","<h1>lethargic</h1>","n","n",1108,1
"LMB","Memorized","<h1>flour</h1>","y","y",875,1
"LMB","Memorized","<h1>butter</h1>","y","y",649,1
"LMB","Memorized","<h1>jam</h1>","y","y",624,1
"LMB","Unrelated_Unmemorized","<h1>mad</h1>","n","n",571,1
"LMB","Unrelated_Unmemorized","<h1>hand</h1>","n","n",520,1
"LMB","Related_Unmemorized","<h1>bread</h1>","n","y",1654,0
"LMB","Memorized","<h1>toast</h1>","y","y",754,1
"LMB","Unrelated_Unmemorized","<h1>legs</h1>","n","n",585,1
"LMB","Unrelated_Unmemorized","<h1>queen</h1>","n","n",874,1
"LMB","Memorized","<h1>food</h1>","y","y",1028,1
"LMB","Unrelated_Unmemorized","<h1>hard</h1>","n","n",673,1
"LMB","Unrelated_Unmemorized","<h1>warm</h1>","n","n",778,1
"LMB","Unrelated_Unmemorized","<h1>England</h1>","n","n",706,1
"LMB","Unrelated_Unmemorized","<h1>white</h1>","n","n",1031,1
"LMB","Memorized","<h1>berry</h1>","y","y",696,1
"LMB","Memorized","<h1>juice</h1>","y","n",1124,0
"LMB","Memorized","<h1>banana</h1>","y","y",843,1
"LMB","Unrelated_Unmemorized","<h1>light</h1>","n","n",424,1
"LMB","Related_Unmemorized","<h1>fruit</h1>","n","y",906,0
"LMB","Memorized","<h1>orange</h1>","y","n",2224,0
"LMB","Unrelated_Unmemorized","<h1>web</h1>","n","y",596,0
"LMB","Memorized","<h1>citrus</h1>","y","y",977,1
"LMB","Unrelated_Unmemorized","<h1>hill</h1>","n","n",571,1
"LMB","Memorized","<h1>house</h1>","y","y",596,1
"LMB","Memorized","<h1>shutter</h1>","y","n",1650,0
"LMB","Memorized","<h1>door</h1>","y","y",884,1
"LMB","Memorized","<h1>glass</h1>","y","y",780,1
"LMB","Related_Unmemorized","<h1>window</h1>","n","n",1745,1
"LMB","Unrelated_Unmemorized","<h1>bumpy</h1>","n","n",635,1
"LMB","Unrelated_Unmemorized","<h1>snow</h1>","n","n",667,1
"LMB","Unrelated_Unmemorized","<h1>cat</h1>","n","n",612,1
"LMB","Unrelated_Unmemorized","<h1>boy</h1>","n","n",496,1
"LMB","Unrelated_Unmemorized","<h1>fast</h1>","n","n",548,1
"LMB","Memorized","<h1>screen</h1>","y","n",724,0
"LMB","Unrelated_Unmemorized","<h1>piano</h1>","n","n",536,1
"jh3487","Memorized","<h1>glass</h1>","y","y",3209,1
"jh3487","Memorized","<h1>door</h1>","y","y",1060,1
"jh3487","Unrelated_Unmemorized","<h1>boy</h1>","n","n",1278,1
"jh3487","Unrelated_Unmemorized","<h1>bumpy</h1>","n","n",882,1
"jh3487","Memorized","<h1>shutter</h1>","y","n",1166,0
"jh3487","Unrelated_Unmemorized","<h1>snow</h1>","n","n",784,1
"jh3487","Related_Unmemorized","<h1>window</h1>","n","y",1223,0
"jh3487","Memorized","<h1>screen</h1>","y","y",536,1
"jh3487","Unrelated_Unmemorized","<h1>fast</h1>","n","n",1621,1
"jh3487","Unrelated_Unmemorized","<h1>piano</h1>","n","n",1316,1
"jh3487","Memorized","<h1>house</h1>","y","y",886,1
"jh3487","Unrelated_Unmemorized","<h1>cat</h1>","n","n",976,1
"jh3487","Memorized","<h1>tower</h1>","y","y",1159,1
"jh3487","Memorized","<h1>above</h1>","y","y",713,1
"jh3487","Related_Unmemorized","<h1>high</h1>","n","y",1092,0
"jh3487","Unrelated_Unmemorized","<h1>note</h1>","n","n",1347,1
"jh3487","Unrelated_Unmemorized","<h1>toe</h1>","n","n",599,1
"jh3487","Unrelated_Unmemorized","<h1>valley</h1>","n","n",573,1
"jh3487","Unrelated_Unmemorized","<h1>table</h1>","n","n",1190,1
"jh3487","Memorized","<h1>clouds</h1>","y","y",1003,1
"jh3487","Memorized","<h1>up</h1>","y","y",599,1
"jh3487","Memorized","<h1>low</h1>","y","y",721,1
"jh3487","Unrelated_Unmemorized","<h1>steal</h1>","n","n",905,1
"jh3487","Unrelated_Unmemorized","<h1>insect</h1>","n","n",758,1
"jh3487","Unrelated_Unmemorized","<h1>light</h1>","n","n",1172,1
"jh3487","Unrelated_Unmemorized","<h1>England</h1>","n","n",543,1
"jh3487","Unrelated_Unmemorized","<h1>hill</h1>","n","n",510,1
"jh3487","Unrelated_Unmemorized","<h1>warm</h1>","n","n",580,1
"jh3487","Related_Unmemorized","<h1>fruit</h1>","n","y",906,0
"jh3487","Memorized","<h1>banana</h1>","y","y",667,1
"jh3487","Unrelated_Unmemorized","<h1>white</h1>","n","n",977,1
"jh3487","Unrelated_Unmemorized","<h1>web</h1>","n","n",627,1
"jh3487","Memorized","<h1>berry</h1>","y","n",1148,0
"jh3487","Memorized","<h1>citrus</h1>","y","y",867,1
"jh3487","Memorized","<h1>orange</h1>","y","y",625,1
"jh3487","Memorized","<h1>juice</h1>","y","y",1017,1
"jh3487","Related_Unmemorized","<h1>bread</h1>","n","y",1354,0
"jh3487","Memorized","<h1>jam</h1>","y","y",553,1
"jh3487","Memorized","<h1>flour</h1>","y","y",900,1
"jh3487","Unrelated_Unmemorized","<h1>hard</h1>","n","n",900,1
"jh3487","Unrelated_Unmemorized","<h1>queen</h1>","n","n",560,1
"jh3487","Memorized","<h1>food</h1>","y","y",981,1
"jh3487","Unrelated_Unmemorized","<h1>hand</h1>","n","n",1285,1
"jh3487","Memorized","<h1>butter</h1>","y","y",767,1
"jh3487","Unrelated_Unmemorized","<h1>lethargic</h1>","n","n",900,1
"jh3487","Memorized","<h1>toast</h1>","y","y",1078,1
"jh3487","Unrelated_Unmemorized","<h1>legs</h1>","n","n",733,1
"jh3487","Unrelated_Unmemorized","<h1>mad</h1>","n","n",682,1
"jh3487","Memorized","<h1>sugar</h1>","y","y",1069,1
"jh3487","Unrelated_Unmemorized","<h1>sit</h1>","n","n",1050,1
"jh3487","Memorized","<h1>taste</h1>","y","y",1004,1
"jh3487","Unrelated_Unmemorized","<h1>show</h1>","n","n",829,1
"jh3487","Memorized","<h1>honey</h1>","y","y",815,1
"jh3487","Unrelated_Unmemorized","<h1>calm</h1>","n","n",767,1
"jh3487","Memorized","<h1>cake</h1>","y","y",3024,1
"jh3487","Related_Unmemorized","<h1>sweet</h1>","n","y",1404,0
"jh3487","Unrelated_Unmemorized","<h1>pin</h1>","n","n",771,1
"jh3487","Unrelated_Unmemorized","<h1>climb</h1>","n","n",801,1
"jh3487","Unrelated_Unmemorized","<h1>smooth</h1>","n","n",770,1
"jh3487","Memorized","<h1>chocolate</h1>","y","y",828,1
"jh3487","Unrelated_Unmemorized","<h1>hot</h1>","n","n",1123,1
"jh3487","Unrelated_Unmemorized","<h1>sound</h1>","n","n",649,1
"jh3487","Memorized","<h1>swim</h1>","y","y",2534,1
"jh3487","Memorized","<h1>brook</h1>","y","y",785,1
"jh3487","Unrelated_Unmemorized","<h1>thread</h1>","n","n",711,1
"jh3487","Memorized","<h1>barge</h1>","y","n",972,0
"jh3487","Memorized","<h1>flow</h1>","y","y",879,1
"jh3487","Unrelated_Unmemorized","<h1>fear</h1>","n","n",747,1
"jh3487","Unrelated_Unmemorized","<h1>crown</h1>","n","n",816,1
"jh3487","Unrelated_Unmemorized","<h1>robber</h1>","n","n",881,1
"jh3487","Related_Unmemorized","<h1>river</h1>","n","y",895,0
"jh3487","Memorized","<h1>Mississippi</h1>","y","y",790,1
"mam475","Memorized","<h1>up</h1>","y","y",1869,1
"mam475","Unrelated_Unmemorized","<h1>toe</h1>","n","n",967,1
"mam475","Unrelated_Unmemorized","<h1>insect</h1>","n","n",735,1
"mam475","Memorized","<h1>clouds</h1>","y","y",872,1
"mam475","Memorized","<h1>tower</h1>","y","y",695,1
"mam475","Unrelated_Unmemorized","<h1>note</h1>","n","n",730,1
"mam475","Memorized","<h1>low</h1>","y","n",1581,0
"mam475","Related_Unmemorized","<h1>high</h1>","n","n",1398,1
"mam475","Memorized","<h1>above</h1>","y","y",807,1
"mam475","Unrelated_Unmemorized","<h1>steal</h1>","n","n",747,1
"mam475","Unrelated_Unmemorized","<h1>table</h1>","n","n",747,1
"mam475","Unrelated_Unmemorized","<h1>valley</h1>","n","n",892,1
"mam475","Memorized","<h1>taste</h1>","y","y",2355,1
"mam475","Unrelated_Unmemorized","<h1>climb</h1>","n","n",723,1
"mam475","Unrelated_Unmemorized","<h1>smooth</h1>","n","n",733,1
"mam475","Unrelated_Unmemorized","<h1>show</h1>","n","n",579,1
"mam475","Unrelated_Unmemorized","<h1>pin</h1>","n","n",676,1
"mam475","Memorized","<h1>sugar</h1>","y","y",824,1
"mam475","Memorized","<h1>honey</h1>","y","y",709,1
"mam475","Unrelated_Unmemorized","<h1>calm</h1>","n","n",541,1
"mam475","Unrelated_Unmemorized","<h1>sit</h1>","n","n",572,1
"mam475","Memorized","<h1>cake</h1>","y","n",2439,0
"mam475","Memorized","<h1>chocolate</h1>","y","y",722,1
"mam475","Related_Unmemorized","<h1>sweet</h1>","n","n",1481,1
"mam475","Unrelated_Unmemorized","<h1>England</h1>","n","n",927,1
"mam475","Memorized","<h1>juice</h1>","y","y",763,1
"mam475","Memorized","<h1>citrus</h1>","y","y",583,1
"mam475","Unrelated_Unmemorized","<h1>web</h1>","n","n",549,1
"mam475","Unrelated_Unmemorized","<h1>light</h1>","n","n",1086,1
"mam475","Unrelated_Unmemorized","<h1>white</h1>","n","n",540,1
"mam475","Unrelated_Unmemorized","<h1>warm</h1>","n","n",585,1
"mam475","Related_Unmemorized","<h1>fruit</h1>","n","n",1066,1
"mam475","Memorized","<h1>orange</h1>","y","n",1491,0
"mam475","Memorized","<h1>berry</h1>","y","y",1876,1
"mam475","Memorized","<h1>banana</h1>","y","y",682,1
"mam475","Unrelated_Unmemorized","<h1>hill</h1>","n","n",651,1
"mam475","Related_Unmemorized","<h1>river</h1>","n","y",1393,0
"mam475","Memorized","<h1>swim</h1>","y","y",857,1
"mam475","Unrelated_Unmemorized","<h1>thread</h1>","n","n",592,1
"mam475","Unrelated_Unmemorized","<h1>hot</h1>","n","n",588,1
"mam475","Unrelated_Unmemorized","<h1>sound</h1>","n","n",523,1
"mam475","Memorized","<h1>flow</h1>","y","n",454,0
"mam475","Memorized","<h1>Mississippi</h1>","y","y",736,1
"mam475","Memorized","<h1>barge</h1>","y","n",1864,0
"mam475","Unrelated_Unmemorized","<h1>crown</h1>","n","n",1558,1
"mam475","Unrelated_Unmemorized","<h1>robber</h1>","n","n",630,1
"mam475","Unrelated_Unmemorized","<h1>fear</h1>","n","n",570,1
"mam475","Memorized","<h1>brook</h1>","y","y",1170,1
"mam475","Memorized","<h1>shutter</h1>","y","y",749,1
"mam475","Memorized","<h1>glass</h1>","y","y",786,1
"mam475","Memorized","<h1>screen</h1>","y","y",1092,1
"mam475","Memorized","<h1>door</h1>","y","y",1745,1
"mam475","Unrelated_Unmemorized","<h1>bumpy</h1>","n","n",616,1
"mam475","Unrelated_Unmemorized","<h1>fast</h1>","n","n",580,1
"mam475","Memorized","<h1>house</h1>","y","y",945,1
"mam475","Unrelated_Unmemorized","<h1>cat</h1>","n","n",614,1
"mam475","Unrelated_Unmemorized","<h1>boy</h1>","n","n",626,1
"mam475","Related_Unmemorized","<h1>window</h1>","n","n",717,1
"mam475","Unrelated_Unmemorized","<h1>snow</h1>","n","n",739,1
"mam475","Unrelated_Unmemorized","<h1>piano</h1>","n","n",591,1
"mam475","Related_Unmemorized","<h1>bread</h1>","n","n",729,1
"mam475","Unrelated_Unmemorized","<h1>hard</h1>","n","n",619,1
"mam475","Memorized","<h1>flour</h1>","y","y",749,1
"mam475","Unrelated_Unmemorized","<h1>mad</h1>","n","n",621,1
"mam475","Unrelated_Unmemorized","<h1>hand</h1>","n","n",802,1
"mam475","Memorized","<h1>toast</h1>","y","y",803,1
"mam475","Memorized","<h1>butter</h1>","y","y",1184,1
"mam475","Memorized","<h1>food</h1>","y","n",1272,0
"mam475","Unrelated_Unmemorized","<h1>legs</h1>","n","n",832,1
"mam475","Memorized","<h1>jam</h1>","y","y",931,1
"mam475","Unrelated_Unmemorized","<h1>queen</h1>","n","n",889,1
"mam475","Unrelated_Unmemorized","<h1>lethargic</h1>","n","n",1066,1
"spp36","Memorized","<h1>swim</h1>","y","y",2154,1
"spp36","Memorized","<h1>barge</h1>","y","n",2265,0
"spp36","Unrelated_Unmemorized","<h1>thread</h1>","n","n",1509,1
"spp36","Unrelated_Unmemorized","<h1>crown</h1>","n","n",1182,1
"spp36","Unrelated_Unmemorized","<h1>robber</h1>","n","n",915,1
"spp36","Unrelated_Unmemorized","<h1>hot</h1>","n","n",901,1
"spp36","Related_Unmemorized","<h1>river</h1>","n","n",1605,1
"spp36","Unrelated_Unmemorized","<h1>sound</h1>","n","n",1067,1
"spp36","Memorized","<h1>flow</h1>","y","y",1121,1
"spp36","Memorized","<h1>brook</h1>","y","y",973,1
"spp36","Unrelated_Unmemorized","<h1>fear</h1>","n","n",717,1
"spp36","Memorized","<h1>Mississippi</h1>","y","y",1003,1
"spp36","Memorized","<h1>berry</h1>","y","n",2068,0
"spp36","Unrelated_Unmemorized","<h1>light</h1>","n","n",1333,1
"spp36","Unrelated_Unmemorized","<h1>web</h1>","n","n",725,1
"spp36","Memorized","<h1>orange</h1>","y","y",598,1
"spp36","Unrelated_Unmemorized","<h1>hill</h1>","n","n",664,1
"spp36","Unrelated_Unmemorized","<h1>white</h1>","n","n",612,1
"spp36","Unrelated_Unmemorized","<h1>warm</h1>","n","n",903,1
"spp36","Memorized","<h1>banana</h1>","y","y",1018,1
"spp36","Memorized","<h1>citrus</h1>","y","n",967,0
"spp36","Memorized","<h1>juice</h1>","y","y",876,1
"spp36","Unrelated_Unmemorized","<h1>England</h1>","n","n",576,1
"spp36","Related_Unmemorized","<h1>fruit</h1>","n","n",3198,1
"spp36","Memorized","<h1>glass</h1>","y","y",1208,1
"spp36","Unrelated_Unmemorized","<h1>bumpy</h1>","n","n",622,1
"spp36","Unrelated_Unmemorized","<h1>boy</h1>","n","n",600,1
"spp36","Unrelated_Unmemorized","<h1>fast</h1>","n","n",662,1
"spp36","Unrelated_Unmemorized","<h1>piano</h1>","n","n",634,1
"spp36","Memorized","<h1>door</h1>","y","n",1289,0
"spp36","Unrelated_Unmemorized","<h1>cat</h1>","n","n",1205,1
"spp36","Memorized","<h1>shutter</h1>","y","y",981,1
"spp36","Related_Unmemorized","<h1>window</h1>","n","y",446,0
"spp36","Unrelated_Unmemorized","<h1>snow</h1>","n","n",558,1
"spp36","Memorized","<h1>house</h1>","y","y",580,1
"spp36","Memorized","<h1>screen</h1>","y","y",604,1
"spp36","Memorized","<h1>jam</h1>","y","y",958,1
"spp36","Unrelated_Unmemorized","<h1>mad</h1>","n","n",719,1
"spp36","Related_Unmemorized","<h1>bread</h1>","n","y",2605,0
"spp36","Unrelated_Unmemorized","<h1>lethargic</h1>","n","n",707,1
"spp36","Memorized","<h1>butter</h1>","y","y",585,1
"spp36","Unrelated_Unmemorized","<h1>queen</h1>","n","n",451,1
"spp36","Unrelated_Unmemorized","<h1>hard</h1>","n","n",572,1
"spp36","Memorized","<h1>toast</h1>","y","y",564,1
"spp36","Unrelated_Unmemorized","<h1>legs</h1>","n","n",637,1
"spp36","Memorized","<h1>food</h1>","y","y",5909,1
"spp36","Memorized","<h1>flour</h1>","y","y",959,1
"spp36","Unrelated_Unmemorized","<h1>hand</h1>","n","n",599,1
"spp36","Unrelated_Unmemorized","<h1>table</h1>","n","n",1187,1
"spp36","Memorized","<h1>above</h1>","y","n",979,0
"spp36","Unrelated_Unmemorized","<h1>insect</h1>","n","n",658,1
"spp36","Unrelated_Unmemorized","<h1>note</h1>","n","n",910,1
"spp36","Unrelated_Unmemorized","<h1>valley</h1>","n","y",615,0
"spp36","Memorized","<h1>up</h1>","y","n",577,0
"spp36","Unrelated_Unmemorized","<h1>steal</h1>","n","n",786,1
"spp36","Memorized","<h1>tower</h1>","y","y",506,1
"spp36","Memorized","<h1>clouds</h1>","y","y",595,1
"spp36","Unrelated_Unmemorized","<h1>toe</h1>","n","n",447,1
"spp36","Memorized","<h1>low</h1>","y","n",451,0
"spp36","Related_Unmemorized","<h1>high</h1>","n","y",672,0
"spp36","Memorized","<h1>chocolate</h1>","y","y",883,1
"spp36","Unrelated_Unmemorized","<h1>calm</h1>","n","n",482,1
"spp36","Related_Unmemorized","<h1>sweet</h1>","n","y",654,0
"spp36","Memorized","<h1>taste</h1>","y","y",546,1
"spp36","Memorized","<h1>sugar</h1>","y","y",1049,1
"spp36","Memorized","<h1>cake</h1>","y","n",957,0
"spp36","Memorized","<h1>honey</h1>","y","y",646,1
"spp36","Unrelated_Unmemorized","<h1>pin</h1>","n","n",551,1
"spp36","Unrelated_Unmemorized","<h1>smooth</h1>","n","n",839,1
"spp36","Unrelated_Unmemorized","<h1>climb</h1>","n","n",583,1
"spp36","Unrelated_Unmemorized","<h1>show</h1>","n","n",687,1
"spp36","Unrelated_Unmemorized","<h1>sit</h1>","n","n",496,1
